ref;design;Preco_Euros
CSONADESA;ON: CS Advanced Documentos Eletrónicos Srv.Adic.;87
CSCCLISAM;CS Corporate Clínica Srv.Adic.Mono;561
CSONESUPSA;ON: CS Enterprise Suporte Srv.Adic.;455
CSCDOCSAM;CS Corporate Documentos Srv.Adic.Mono;399
CSATARGPDSA;AT: CS Advanced RGPD Srv.Adic.;181
CSONCFORMR;ON: CS Corporate Formação Rede;415
CSATCFAT3P;AT: CS Corporate Faturação 2a3 Postos;176
CSONMEMOLR;ON: CS Manufactor Executive Moldes Rede;384
CSSAASERVGR;SA: CS Advanced Serviços Rede;214
CSONMASHSTR;ON(m): CS Advanced SHST Rede;17,67
CSCVENCSAM;CS Corporate Vencimentos Srv.Adic.Mono;576
CSONCGESM;ON: CS Corporate Gestão Mono;461
CSATCMULTR5P;AT: CS Corporate Multilingua p/ Restauração 1a5 Postos;42
CSONMWCSUPE;ON(m): CS Web Corporate Suporte Extranet;20
CSONDEIMOB5;ON: CS Desktop Enterprise Imobilizado 1a5 U.A.;137
CSATWEGES21;AT: CS Web Enterprise Gestão +20 U.A.;149
CSSAERGPD;SA: CS Enterprise RGPD;546
CURSANSCS;Curso Análises PHC CS;320
CSATCXL1P;AT: CS Corporate XL 1º Posto;199
CSONMDEOBRG21;ON(m): CS Desktop Enterprise Obras p/ Gestão +20 U.A.;0,58
CSATCIMOBSAR;AT: CS Corporate Imobilizado Srv.Adic.Rede;336
CSONMDEFROT5;ON(m): CS Desktop Enterprise Frota 1a5 U.A.;8
CSONMCFORMSAM;ON(m): CS Corporate Formação Srv.Adic.Mono;14,42
CSONMATERMRPA;ON(m): CS Advanced Terminais p/ Rest. Posto;2,42
CSONMMEPLAUA;ON(m): CS Manufactor Executive Planning U.A.;12,75
CSONMDESERVG21;ON(m): CS Desktop Enterprise Serviços +20 U.A.;0,58
CSATDECAR20;AT: CS Desktop Enterprise Careers 6a20 U.A.;143
CSONMACRMR;ON(m): CS Advanced CRM Rede;46,42
CSONCCLISAM;ON: CS Corporate Clínica Srv.Adic.Mono;135
CSSADEIMOV20;SA: CS Desktop Enterprise Imóveis 6a20 U.A.;125
CSONEIMOVSA;ON: CS Enterprise Imóveis Srv.Adic.;553
CSSAWECOLAB20;SA: CS Web Enterprise Colaborador 6a20 U.A.;34
CSCREVIPM;CS Corporate Revisão de Preços Mono;1519
CSONCCONTPR;ON: CS Corporate Controlo p/ Gestão Rede;208
CSONMDCGREGUA;ON(m): CS Desktop Corporate Grelhas p/ Gestão U.A.;0,58
CSONMMEMOLUA;ON(m): CS Manufactor Executive Moldes U.A.;3,17
CSONMWEGAI20;ON(m): CS Web Enterprise GenAI 6a20 U.A.;1,08
CSONMADOCBSA;ON(m): CS Advanced Documentos + BPM Srv.Adic.;23,17
CSONAGESR;ON: CS Advanced Gestão Rede;952
CSONMCPOS1P;ON(m): CS Corporate POS 1º Posto;6
CSONEEQUISA;ON: CS Enterprise Equipa Srv.Adic.;323
CSCGESTESAM;CS Corporate Gestão Terceiros Srv.Adic.Mono;721
CSONMDEIECAG21;ON(m): CS Desktop Enterprise IEC Álcool p/ Gestão +20 U.A.;0,58
CSONDESC20;ON: CS Desktop Enterprise Safe Credit 6a20 U.A.;7
CSATDELET20;AT: CS Desktop Enterprise Letras 6a20 U.A.;87
CSONDCIMOBUA;ON: CS Desktop Corporate Imobilizado U.A.;18
CSATAESTS;AT: CS Advanced Estações de Serviço;481
CSATDEEQUI20;AT: CS Desktop Enterprise Equipa 6a20 U.A.;105
CSONDAIECAGUA;ON: CS Desktop Advanced IEC Álcool p/ Gestão U.A.;9
CSCORCAPSAM;CS Corporate Orçamento p/ Gestão Srv.Adic.Mono;760
CSONMECRMR;ON(m): CS Enterprise CRM Rede;89,58
CSONWEOKR401;ON: CS Web Enterprise OKR +400 U.A.;3
CSATDECONT21;AT: CS Desktop Enterprise Contabilidade +20 U.A.;71
CSAMESTS1P;CS Advanced Multi Estação Serviço 1º Posto;519
CSDEGAI401;CS Desktop Enterprise GenAI +400 U.A.;7
CSATADERES;AT: CS Advanced Documentos Eletrónicos p/ Restauração;75
CSSAWARECRU21;SA: CS Web Advanced Recrutamento +20 U.A.;27
CSSADACONSUA;SA: CS Desktop Advanced Consolidação U.A.;160
CSATWEGEB2C;AT: CS Web Enterprise Grelhas p/ E-Commerce B2C;257
CSACARR;CS Advanced Careers Rede;1171
CSCPLANPSAM;CS Corporate Planeamento p/ Gestão Srv.Adic.Mono;360
CSONMWACOLAB100;ON(m): CS Web Advanced Colaborador 21a100 U.A.;0,58
CSONMCGAISAR;ON(m): CS Corporate GenAI Srv.Adic.Rede;4
CSSAWEEQUI5;SA: CS Web Enterprise Equipa 1a5 U.A.;108
CSATCTERMR;AT: CS Corporate Terminais p/ Rest.;42
CSCIMOVSAM;CS Corporate Imóveis Srv.Adic.Mono;399
CSDEOBRG20;CS Desktop Enterprise Obras p/ Gestão 6a20 U.A.;55
CSCPGLOSAR;CS Corporate Global Srv.Adic.Rede;2515
CSSAWEGREG20;SA: CS Web Enterprise Grelhas p/ Gestão 6a20 U.A.;15
CSSAESUPR;SA: CS Enterprise Suporte Rede;2272
CSDASUPUA;CS Desktop Advanced Suporte U.A.;161
CSATWECONT5;AT: CS Web Enterprise Contabilidade 1a5 U.A.;208
CSSAWAEQUIUA;SA: CS Web Advanced Equipa U.A.;43
CSWEOKR400;CS Web Enterprise OKR 101a400 U.A.;24
CSONMDEFORM20;ON(m): CS Desktop Enterprise Formação 6a20 U.A.;5,75
CSONMETERMR20P;ON(m): CS Enterprise Terminais p/ Rest. 11a20 Postos;2,5
CSONMDEIMOB5;ON(m): CS Desktop Enterprise Imobilizado 1a5 U.A.;11,42
CSSAWACRMUA;SA: CS Web Advanced CRM U.A.;43
CSONCSERVGSAM;ON: CS Corporate Serviços Srv.Adic.Mono;58
CSATWECAR5;AT: CS Web Enterprise Careers 1a5 U.A.;66
CSONMASUPSTR;ON(m): CS Advanced Suporte + Stocks Rede;62,42
CSSAWEDOCE;SA: CS Web Enterprise Documentos Extranet;592
CSONMCSUPM;ON(m): CS Corporate Suporte Mono;22,42
CSEGESR;CS Enterprise Gestão Rede;7678
CSSADCPGLOUA;SA: CS Desktop Corporate Global U.A.;92
CSONMDEORCAP21;ON(m): CS Desktop Enterprise Orçamento p/ Gestão +20 U.A.;1,58
CSONEXL1P;ON: CS Enterprise XL 1º Posto;203
CSATWEIMOB21;AT: CS Web Enterprise Imobilizado +20 U.A.;49
CSONMEPLATR;ON: CS Manufactor Executive Platform Rede;2274
CSONAMESTSPA;ON: CS Advanced Multi Estação Serviço Posto Adic.;153
RENOVAFWEB;  Renovação Certificação PHC Framework CS Web;70
CSONMWCEQUI120;ON(m): CS Web Corporate Equipa 1a20 U.A.;0,75
CSATECONTPSA;AT: CS Enterprise Controlo p/ Gestão Srv.Adic.;936
CSSADESHST21;SA: CS Desktop Enterprise SHST +20 U.A.;17
CSONWEOKR20;ON: CS Web Enterprise OKR 6a20 U.A.;34
CSATARES1P;AT: CS Advanced Restauração 1º Posto;252
CSONCEQPMP5P;ON: CS Corporate Equipamento p/ POS 1a5 Postos;24
CSATDEFORM20;AT: CS Desktop Enterprise Formação 6a20 U.A.;144
CSCPROJM;CS Corporate Projeto p/ Gestão Mono;3521
CSATDAFROTUA;AT: CS Desktop Advanced Frota U.A.;80
CSCOBRGSAM;CS Corporate Obras p/ Gestão Srv.Adic.Mono;320
CSSAECRMR;SA: CS Enterprise CRM Rede;1610
CSONDEFROT20;ON: CS Desktop Enterprise Frota 6a20 U.A.;49
CSFSBACK;CS File Storage - Backup;180
CSONDASC21;ON: CS Desktop Advanced Safe Credit U.A.;6
CSATDEVENC21;AT: CS Desktop Enterprise Vencimentos +20 U.A.;71
CSSADEFORM5;SA: CS Desktop Enterprise Formação 1a5 U.A.;206
CSATECONSSA;AT: CS Enterprise Consolidação Srv.Adic.;936
CSONACONTPR;ON: CS Advanced Controlo p/ Gestão Rede;269
CSONDEORCAP5;ON: CS Desktop Enterprise Orçamento p/ Gestão 1a5 U.A.;72
CSSAAIECAPPA;SA: CS Advanced IEC Álcool p/ POS Posto;36
CSONCPLANPR;ON: CS Corporate Planeamento p/ Gestão Rede;208
CSATCCONTPSAM;AT: CS Corporate Controlo p/ Gestão Srv.Adic.Mono;180
CSONMEDEPOS;ON(m): CS Enterprise Documentos Eletrónicos p/ POS;4
CSATWADEEXT;AT: CS Web Advanced Documentos Eletrónicos Extranet;226
CSATACON;AT: CS Advanced Conector;760
CSATMMMRPUA;AT: CS Manufactor Manager MRP U.A.;75
CSONCGESCLR;ON: CS Corporate Gestão Clientes Rede;120
CSSAWEBC10;SA: CS Web Enterprise Bank Connector 10;398
CSSACCONTR;SA: CS Corporate Contabilidade Rede;483
CSONWESUP20;ON: CS Web Enterprise Suporte 6a20 U.A.;51
CSONMCEDIBSA;ON(m): CS Corporate EDI Broker Srv.Adic.;2,42
CSATWEEQUI21;AT: CS Web Enterprise Equipa +20 U.A.;39
CSWESMSI;CS WEB Enterprise SMS Intranet;118
CSATCGESCLSAM;AT: CS Corporate Gestão Clientes Srv.Adic.Mono;105
CSONMCIECAGR;ON(m): CS Corporate IEC Álcool p/ Gestão Rede;11,5
CSONEPLANPR;ON: CS Enterprise Planeamento p/ Gestão Rede;346
CSWCSUP120;CS Web Corporate Suporte 1a20 U.A.;53
CSONMEOBRGR;ON(m): CS Enterprise Obras p/ Gestão Rede;26,58
CSDEDOCB20;CS Desktop Enterprise Documentos + BPM 6a20 U.A.;177
CSSAASQ;SA: CS Assinaturas Qualificadas;149
TOGADVGOPARTNER;Together Advanced & GO Partner;1200
CSSADEPROJ21;SA: CS Desktop Enterprise Projeto p/ Gestão +20 U.A.;62
CSATDECLI5;AT: CS Desktop Enterprise Clínica 1a5 U.A.;201
CSONMDELET5;ON(m): CS Desktop Enterprise Letras 1a5 U.A.;7,17
CSONALOGIGR;ON: CS Advanced Logística p/ Gestão Rede;476
CSATMEMRPUA;AT: CS Manufactor Executive MRP U.A.;242
CSWESUP20;CS Web Enterprise Suporte 6a20 U.A.;213
CSSAWACOLAB101;SA: CS Web Advanced Colaborador +100 U.A.;4
CSONCIMOVR;ON: CS Corporate Imóveis Rede;231
CSDEDOCB21;CS Desktop Enterprise Documentos + BPM +20 U.A.;94
CSONMCSUPSAM;ON(m): CS Corporate Suporte Srv.Adic.Mono;11,25
CSONMWEFORM5;ON(m): CS Web Enterprise Formação 1a5 U.A.;8,5
CSATDEPLANP20;AT: CS Desktop Enterprise Planeamento p/ Gestão 6a20 U.A.;30
CSONEFORNP21P;ON: CS Enterprise Fornecedores p/ POS +20 Postos;99
CSONALOTGSA;ON: CS Advanced Lotes p/ Gestão Srv.Adic.;232
CSONDAOCUGUA;ON: CS Desktop Advanced Ocupação p/ Gestão U.A.;32
CSATCMESTS1P;AT: CS Corporate Multi Estação Serviço 1º Posto;260
CSATMEPLASA;AT: CS Manufactor Executive Planning Srv.Adic.;1600
CSWAOKR120;CS Web Advanced OKR 1a20 U.A.;94
CSONEREVIPR;ON: CS Enterprise Revisão de Preços Rede;730
CSATCEQUISAR;AT: CS Corporate Equipa Srv.Adic.Rede;288
CSONMWCEB2C;ON(m): CS Web Corporate E-Commerce B2C;25,75
CSSAEMESTSPA;SA: CS Enterprise Estações de Serviço Posto Adic.;302
CSESCR;CS Enterprise Safe Credit Rede;560
CSCMESTS1P;CS Corporate Multi Estação Serviço 1º Posto;519
CSSACOBRGM;SA: CS Corporate Obras p/ Gestão Mono;230
CSALOTPPA;CS Advanced Lotes p/ POS Posto;319
CSONMMMRPR;ON: CS Manufactor Manager MRP Rede;365
CSONERGPDSA;ON: CS Enterprise RGPD Srv.Adic.;110
CSSADECLI5;SA: CS Desktop Enterprise Clínica 1a5 U.A.;144
CSCFROTM;CS Corporate Frota Mono;961
CSALOGIGSA;CS Advanced Logística p/ Gestão Srv.Adic.;992
CSONAESTS;ON: CS Advanced Estações de Serviço;231
CSONCCONTSAM;ON: CS Corporate Contabilidade Srv.Adic.Mono;135
CSONMWEFORM20;ON(m): CS Web Enterprise Formação 6a20 U.A.;4,25
CSCORCAPSAR;CS Corporate Orçamento p/ Gestão Srv.Adic.Rede;912
CSWAIMOBUA;CS Web Advanced Imobilizado U.A.;153
CSDESC20;CS Desktop Enterprise Safe Credit 6a20 U.A.;29
CSDEVENC5;CS Desktop Enterprise Vencimentos 1a5 U.A.;569
CSWECOLAB5;CS Web Enterprise Colaborador 1a5 U.A.;124
CSATWERECRU20;AT: CS Web Enterprise Recrutamento 6a20 U.A.;105
CSATDEQUADB21;AT: CS Desktop Enterprise Qualidade+Documentos+BPM +20 U.A.;72
CSONCFROTR;ON: CS Corporate Frota Rede;276
CSSADEIECAG5;SA: CS Desktop Enterprise IEC Álcool p/ Gestão 1a5 U.A.;43
CSEFORMSA;CS Enterprise Formação Srv.Adic.;1897
CSSADECLI20;SA: CS Desktop Enterprise Clínica 6a20 U.A.;74
CSONMESUPSA;ON(m): CS Enterprise Suporte Srv.Adic.;37,92
CSONMALOGIGR;ON(m): CS Advanced Logística p/ Gestão Rede;39,67
CSATAXL1P;AT: CS Advanced XL 1º Posto;324
CSONCMESTSPA;ON: CS Corporate Multi Estação Serviço Posto Adic.;153
CSONMEFROTSA;ON(m): CS Enterprise Frota Srv.Adic.;26,92
CSSADCCRMUA;SA: CS Desktop Corporate CRM U.A.;19
CSONMCLETM;ON(m): CS Corporate Letras Mono;12,75
CSSACTERMP;SA: CS Corporate Terminais Portáteis;287
CSEORCAPSA;CS Enterprise Orçamento p/ Gestão Srv.Adic.;1008
CSWECRM21;CS Web Enterprise CRM +20 U.A.;77
CSDCVENCUA;CS Desktop Corporate Vencimentos U.A.;74
CSSAWAIMOBUA;SA: CS Web Advanced Imobilizado U.A.;55
CSONDECONTP21;ON: CS Desktop Enterprise Controlo p/ Gestão +20 U.A.;7
CSCFORNR5P;CS Corporate Fornecedores p/ Rest. 2a5 Postos;370
CSONMDEPROJ5;ON(m): CS Desktop Enterprise Projeto p/ Gestão 1a5 U.A.;14,08
CSMMMOLUA;CS Manufactor Manager Moldes U.A.;52
CSATESERVGR;AT: CS Enterprise Serviços Rede;664
CSONMWEOKR401;ON(m): CS Web Enterprise OKR +400 U.A.;0,25
CSMEPLAUA;CS Manufactor Executive Planning U.A.;639
CSONCLOTP5P;ON: CS Corporate Lotes p/ POS 1a5 Postos;56
CSSAACONTR;SA: CS Advanced Contabilidade Rede;1121
CSSAECONTPR;SA: CS Enterprise Controlo p/ Gestão Rede;518
CSATDAOCUGUA;AT: CS Desktop Advanced Ocupação p/ Gestão U.A.;67
CSONMACONTPSA;ON(m): CS Advanced Controlo p/ Gestão Srv.Adic.;31,17
CSONMASERVGR;ON(m): CS Advanced Serviços Rede;11,92
CSONDEFORM20;ON: CS Desktop Enterprise Formação 6a20 U.A.;69
CSATDCCLIUA;AT: CS Desktop Corporate Clínica U.A.;37
CSONDEFROT5;ON: CS Desktop Enterprise Frota 1a5 U.A.;96
CSATWAECOGUA;AT: CS Web Advanced Ecovalor p/ Gestão U.A.;14
CSONAQUALIR;ON: CS Advanced Qualidade Rede;557
CSONMWACAR100;ON(m): CS Web Advanced Careers 21a100 U.A.;0,67
CSSADECONT20;SA: CS Desktop Enterprise Contabilidade 6a20 U.A.;102
CSONMALOTGSA;ON(m): CS Advanced Lotes p/ Gestão Srv.Adic.;19,33
CSONAMULTPPA;ON: CS Advanced Multilingua p/ POS Posto;29
CSWADOC101;CS Web Advanced Documentos +100 U.A.;30
CSWADEN;CS Web Advanced Denúncias;46
CSONWEIMOB5;ON: CS Web Enterprise Imobilizado 1a5 U.A.;93
CSONWEGREG20;ON: CS Web Enterprise Grelhas p/ Gestão 6a20 U.A.;10
CSONMDEGAI5;ON(m): CS Desktop Enterprise GenAI 1a5 U.A.;1,92
CSATWCRGPD;AT: CS Web Corporate RGPD;14
CSSACLETM;SA: CS Corporate Letras Mono;230
CSATMMMOLUA;AT: CS Manufactor Manager Moldes U.A.;26
CSONWAGAI101;ON: CS Web Advanced GenAI +100 U.A.;1
CSSAWERGPD;SA: CS Web Enterprise RGPD;59
CSONDEECOG5;ON: CS Desktop Enterprise Ecovalor p/ Gestão 1a5 U.A.;29
CSWCRGPD;CS Web Corporate RGPD;27
CSONMWEDOCE;ON(m): CS Web Enterprise Documentos Extranet;32,92
CSONAFORMSA;ON: CS Advanced Formação Srv.Adic.;278
CSSADCREVIPUA;SA: CS Desktop Corporate Revisão de Preços U.A.;35
CSONDALETUA;ON: CS Desktop Advanced Letras U.A.;38
CSEGAISA;CS Enterprise GenAI Srv.Adic.;302
CSCLETR;CS Corporate Letras Rede;768
CSSACRGPDPPA;SA: CS Corporate RGPD p/ POS Posto;36
CSSAEIECAP21P;SA: CS Enterprise IEC Álcool p/ POS +20 Postos;29
CSSAEIECAP10P;SA: CS Enterprise IEC Álcool p/ POS 1a10 Postos;43
CSATCOBRGSAR;AT: CS Corporate Obras p/ Gestão Srv.Adic.Rede;192
CSONDEQUADB5;ON: CS Desktop Enterprise Qualidade+Documentos+BPM 1a5 U.A.;140
CSONECARR;ON: CS Enterprise Careers Rede;561
CSONWESUP5;ON: CS Web Enterprise Suporte 1a5 U.A.;102
SQL22FUSTANDCAL;CAL SQL Fulluse Server 2022 User STANDARD Edition;523
CSONMEMULTP10P;ON(m): CS Enterprise Multilingua p/ POS 1a10 Postos;3,17
CSONMWEEQUI20;ON(m): CS Web Enterprise Equipa 6a20 U.A.;3,08
CSATCVENCR;AT: CS Corporate Vencimentos Rede;692
CSATDCIMOBUA;AT: CS Desktop Corporate Imobilizado U.A.;37
CSSACIMOBR;SA: CS Corporate Imobilizado Rede;483
CSATCSUPSTSAM;AT: CS Corporate Suporte + Stocks Srv.Adic.Mono;328
CSERES20P;CS Enterprise Restauração 11a20 Postos;775
CSONMWECONT5;ON(m): CS Web Enterprise Contabilidade 1a5 U.A.;8,33
CSDACARUA;CS Desktop Advanced Careers U.A.;161
CSAPOSPA;CS Advanced POS Posto Adic.;605
CSATDEDOCB21;AT: CS Desktop Enterprise Documentos + BPM +20 U.A.;47
CSSACIMOVM;SA: CS Corporate Imóveis Mono;287
CSONMDECONT21;ON(m): CS Desktop Enterprise Contabilidade +20 U.A.;2,83
CSONATERMRPA;ON: CS Advanced Terminais p/ Rest. Posto;29
CURINTGO;Curso  Introdução ao PHC GO;100
CSATWCGES120;AT: CS Web Corporate Gestão 1a20 U.A.;44
NSALTRESERVAREDE;Alteração configuração ficha de reserva Rede;176
CSSADEOBRG20;SA: CS Desktop Enterprise Obras p/ Gestão 6a20 U.A.;20
CSATCSMS;AT: CS Corporate SMS;160
CSATEMULTR20P;AT: CS Enterprise Multilingua p/ Restauração 11a20 Postos;64
CSONDEIMOV20;ON: CS Desktop Enterprise Imóveis 6a20 U.A.;83
CSONCVENCSAR;ON: CS Corporate Vencimentos Srv.Adic.Rede;166
CSSACSUPSTM;SA: CS Corporate Suporte + Stocks Mono;471
CSONMEPLATIUA;ON: CS Manufactor Executive Platform Intranet U.A.;4
CSONCGREGSAM;ON: CS Corporate Grelhas p/ Gestão Srv.Adic.Mono;58
CSATERMPSA;CS Advanced Terminais Portáteis Srv.Adic.;760
CSSAEGREP10P;SA: CS Enterprise Grelhas p/ POS 1a10 Postos;43
CSONCPOS5P;ON: CS Corporate POS 2a5 Postos;97
CSATDCOCUGUA;AT: CS Desktop Corporate Ocupação p/ Gestão U.A.;17
CSCCONTSAM;CS Corporate Contabilidade Srv.Adic.Mono;561
CSATDASUPUA;AT: CS Desktop Advanced Suporte U.A.;81
CSWEEQUI20;CS Web Enterprise Equipa 6a20 U.A.;154
CSATACLISA;AT: CS Advanced Clínica Srv.Adic.;580
CSASQP10000;CS Assinaturas Qualificadas - Pack Adicional 10000;580
CSSACESTS;SA: CS Corporate Estações de Serviço;230
CSONEFORNP20P;ON: CS Enterprise Fornecedores p/ POS 11a20 Postos;124
CSEMULT;CS Enterprise Multilingua;1260
CSONMELETR;ON(m): CS Enterprise Letras Rede;79,33
CSSAAFORNRPA;SA: CS Advanced Fornecedores p/ Rest. Posto;183
CSEDEPOS;CS Enterprise Documentos Eletrónicos p/ POS;201
CSSAEDERES;SA: CS Enterprise Documentos Eletrónicos p/ Restauração;72
CSONMWADOC101;ON(m): CS Web Advanced Documentos +100 U.A.;0,58
FRESERVAR;Ficha de Reserva Rede;176
CSONMCLOTGSAR;ON(m): CS Corporate Lotes p/ Gestão Srv.Adic.Rede;7,67
CSONWEGAI401;ON: CS Web Enterprise GenAI +400 U.A.;1
CSONMECONTPR;ON(m): CS Enterprise Controlo p/ Gestão Rede;28,83
CSONCCONTPSAM;ON: CS Corporate Controlo p/ Gestão Srv.Adic.Mono;86
CSSACFORNP5P;SA: CS Corporate Fornecedores p/ POS 2a5 Postos;133
CSONDELET20;ON: CS Desktop Enterprise Letras 6a20 U.A.;42
CSATWCFORME;AT: CS Web Corporate Formação Extranet;499
CSONCGESR;ON: CS Corporate Gestão Rede;553
CSATCPROJM;AT: CS Corporate Projeto p/ Gestão Mono;1761
CSATADOCBSA;AT: CS Advanced Documentos + BPM Srv.Adic.;580
CSATEMEDIPSA;AT: CS Enterprise Medição p/ Gestão Srv.Adic.;504
CERTMANUII;Certificação PHC CS Manufactor Nível II;175
CSONDEIMOB21;ON: CS Desktop Enterprise Imobilizado +20 U.A.;34
CSONMCIMOBM;ON(m): CS Corporate Imobilizado Mono;22,42
CSCGREP5P;CS Corporate Grelhas p/ POS 1a5 Postos;75
CSATEIECAGR;AT: CS Enterprise IEC Álcool p/ Gestão Rede;664
CSCPOS5P;CS Corporate POS 2a5 Postos;403
CSATWCGREE;AT: CS Web Corporate Grelhas Extranet;94
CSONMDEEQUI20;ON(m): CS Desktop Enterprise Equipa 6a20 U.A.;4,17
CSATEFORNR20P;AT: CS Enterprise Fornecedores p/ Rest. 11a20 Postos;259
CSATEFORNP20P;AT: CS Enterprise Fornecedores p/ POS 11a20 Postos;259
CSONDCPLANPUA;ON: CS Desktop Corporate Planeamento p/ Gestão U.A.;10
CSSMSP1000;CS  SMS - Pack Adicional 1000;115
CSATDEQUALI20;AT: CS Desktop Enterprise Qualidade 6a20 U.A.;103
CSONMWEOKR20;ON(m): CS Web Enterprise OKR 6a20 U.A.;2,83
CSATWACAR120;AT: CS Web Advanced Careers 1a20 U.A.;34
CSATCEQUIM;AT: CS Corporate Equipa Mono;481
CERTUPADVENT;Evolução Certificação PHC CS Advanced/Enterprise;150
CSONMEOCUGSA;ON(m): CS Enterprise Ocupação p/ Gestão Srv.Adic.;17,25
CSSADAGAI101;SA: CS Desktop Advanced GenAI +100 U.A.;3
CSSACRGPDRPA;SA: CS Corporate RGPD p/ Restauração Posto;36
CSCREVIPR;CS Corporate Revisão de Preços Rede;1824
CSESHSTSA;CS Enterprise SHST Srv.Adic.;691
CSSADAPLANPUA;SA: CS Desktop Advanced Planeamento p/ Gestão U.A.;30
CSATEMULTR10P;AT: CS Enterprise Multilingua p/ Restauração 1a10 Postos;79
CSCFORMSAM;CS Corporate Formação Srv.Adic.Mono;721
CSSAEFORNR21P;SA: CS Enterprise Fornecedores p/ Rest. +20 Postos;149
CSONARESPA;ON: CS Advanced Restauração Posto Adic.;145
CSONDCMEDIPUA;ON: CS Desktop Corporate Medição p/ Gestão U.A.;23
CSONWCGREG120;ON: CS Web Corporate Grelhas p/ Gestão 1a20 U.A.;5
CSONMAOCUGSA;ON(m): CS Advanced Ocupação p/ Gestão Srv.Adic.;19,33
CSATAPLANPSA;AT: CS Advanced Planeamento p/ Gestão Srv.Adic.;281
CSDCPLANPUA;CS Desktop Corporate Planeamento p/ Gestão U.A.;40
CSATCCLIM;AT: CS Corporate Clínica Mono;561
CSATCCLISAM;AT: CS Corporate Clínica Srv.Adic.Mono;281
CSSACCLIM;SA: CS Corporate Clínica Mono;403
CSONMWEOKR100;ON(m): CS Web Enterprise OKR 21a100 U.A.;1,92
CSMELOTUA;CS Manufactor Executive Lotes U.A.;158
CSSADEDOCB21;SA: CS Desktop Enterprise Documentos + BPM +20 U.A.;34
CSATCFROTM;AT: CS Corporate Frota Mono;481
CSSAMMPLATIUA;SA: CS Manufactor Manager Platform Intranet U.A.;4
CSONWECAR20;ON: CS Web Enterprise Careers 6a20 U.A.;24
CSATWECOLAB5;AT: CS Web Enterprise Colaborador 1a5 U.A.;62
CSSAWEIMOB5;SA: CS Web Enterprise Imobilizado 1a5 U.A.;140
CSONMWAEB2C;ON(m): CS Web Advanced E-Commerce B2C;51,5
CSSADCPGCRMUA;SA: CS Desktop Corporate Gestão Completo + CRM Comercial U.A;51
CSSADCVENCUA;SA: CS Desktop Corporate Vencimentos U.A.;27
CSONEQUADBR;ON: CS Enterprise Qualidade+Documentos+BPM Rede;1552
CSSACDOCM;SA: CS Corporate Documentos Mono;287
CSSACGAIR;SA: CS Corporate GenAI rede;144
CSDEECOG5;CS Desktop Enterprise Ecovalor p/ Gestão 1a5 U.A.;122
CSDEMEDIP20;CS Desktop Enterprise Medição p/ Gestão 6a20 U.A.;149
CSAMEDIPR;CS Advanced Medição p/ Gestão Rede;2319
CSONMMMPLATR;ON(m): CS Manufactor Manager Platform Rede;76,5
CSCXL1P;CS Corporate XL 1º Posto;398
CSONWECAR401;ON: CS Web Enterprise Careers +400 U.A.;2
CSONMCMULT;ON(m): CS Corporate Multilingua;9,25
CSSADEECOG5;SA: CS Desktop Enterprise Ecovalor p/ Gestão 1a5 U.A.;44
NSALTRESERVAMONO;Alteração configuração ficha de reserva Mono;59
CSAQUALISA;CS Advanced Qualidade Srv.Adic.;1160
CSWECOLAB400;CS Web Enterprise Colaborador 101a400 U.A.;16
CSONMDEGES21;ON(m): CS Desktop Enterprise Gestão +20 U.A.;8,08
CSSAEPOS21P;SA: CS Enterprise POS +20 Postos;223
CSEPOS21P;CS Enterprise POS +20 Postos;620
CSONWEECOE;ON: CS Web Enterprise Ecovalor Extranet;123
CSONECONTPSA;ON: CS Enterprise Controlo p/ Gestão Srv.Adic.;449
CSONEDEN;ON: CS Enterprise Denúncias;365
CSONDCOCUGUA;ON: CS Desktop Corporate Ocupação p/ Gestão U.A.;8
CSATECLISA;AT: CS Enterprise Clínica Srv.Adic.;672
CSONMCCLISAR;ON(m): CS Corporate Clínica Srv.Adic.Rede;13,42
CSONMDEREVIP5;ON(m): CS Desktop Enterprise Revisão de Preços 1a5 U.A.;5,42
CSONMCVENCSAR;ON(m): CS Corporate Vencimentos Srv.Adic.Rede;13,83
CSONMCGREGR;ON(m): CS Corporate Grelhas p/ Gestão Rede;11,5
CSONCGESTESAR;ON: CS Corporate Gestão Terceiros Srv.Adic.Rede;207
CSDELOGIG20;CS Desktop Enterprise Logística p/ Gestão 6a20 U.A.;105
CSSADEPLANP21;SA: CS Desktop Enterprise Planeamento p/ Gestão +20 U.A.;10
CSONWACOLAB101;ON: CS Web Advanced Colaborador +100 U.A.;2
CSATMEPLATR;AT: CS Manufactor Executive Platform Rede;4737
CSSADAORCAPUA;SA: CS Desktop Advanced Orçamento p/ Gestão U.A.;57
CSWEVENCUA;CS Web Enterprise Vencimentos U.A.;415
CSATDAREVIPUA;AT: CS Desktop Advanced Revisão de Preços U.A.;80
CSONMMMPLATIUA;ON(m): CS Manufactor Manager Platform Intranet U.A.;0,17
CSATDAFORMUA;AT: CS Desktop Advanced Formação U.A.;81
CSSADEREVIP20;SA: CS Desktop Enterprise Revisão de Preços 6a20 U.A.;49
CSCFORNP5P;CS Corporate Fornecedores p/ POS 2a5 Postos;370
CSONMDESUP5;ON(m): CS Desktop Enterprise Suporte 1a5 U.A.;11,5
CSCCONTR;CS Corporate Contabilidade Rede;1343
