ref;design;Preco_Euros
CSONAIMOVR;ON: CS Advanced Imóveis Rede;408
RENOVAQUAL;Renovação Certificação PHC CS Qualidade desktop;70
CSWCSUP120;CS Web Corporate Suporte 1a20 U.A.;50
CSSADEFROT21;SA: CS Desktop Enterprise Frota +20 U.A.;32
CSONAINTSA;ON: CS Advanced Intrastat Srv.Adic.;134
CSONMCIMOBSAR;ON(m): CS Corporate Imobilizado Srv.Adic.Rede;9,83
CSATDEEQUI20;AT: CS Desktop Enterprise Equipa 6a20 U.A.;100
CSONWEECOE;ON: CS Web Enterprise Ecovalor Extranet;90
CSONMWAEQUIE;ON(m): CS Web Advanced Equipa Extranet;20,5
CSONCORCAPR;ON: CS Corporate Orçamento p/ Gestão Rede;321
CSCECOP5P;CS Corporate Ecovalor p/ POS 1a5 Postos;71
CSATWEDOCE;AT: CS Web Enterprise Documentos Extranet;784
CSATCSERVGR;AT: CS Corporate Serviços Rede;274
CSONMACRMR;ON(m): CS Advanced CRM Rede;34
CSONMDAGAI100;ON(m): CS Desktop Advanced GenAI 21a100 U.A.;0,33
CSONACONTSA;ON: CS Advanced Contabilidade Srv.Adic.;275
CSONCECOGSAM;ON: CS Corporate Ecovalor p/ Gestão Srv.Adic.Mono;43
CSCSERVGSAR;CS Corporate Serviços Srv.Adic.Rede;274
CSEEQUIR;CS Enterprise Equipa Rede;4264
CSATWAGREE;AT: CS Web Advanced Grelhas Extranet;114
CSWASUPE;CS Web Advanced Suporte Extranet;1902
CSATDEIECAG21;AT: CS Desktop Enterprise IEC Álcool p/ Gestão +20 U.A.;14
CSARGPDPPA;CS Advanced RGPD p/ POS Posto;180
CSATCCONTR;AT: CS Corporate Contabilidade Rede;640
CSSAEQUALIR;SA: CS Enterprise Qualidade Rede;1407
CSONMCEQUISAR;ON(m): CS Corporate Equipa Srv.Adic.Rede;8,5
CSONMCLOTGM;ON(m): CS Corporate Lotes p/ Gestão Mono;9,42
CSSAALOTPPA;SA: CS Advanced Lotes p/ POS Posto;100
CSECRMSA;CS Enterprise CRM Srv.Adic.;1279
CSONMCFORMSAR;ON(m): CS Corporate Formação Srv.Adic.Rede;12,67
CSDCLETUA;CS Desktop Corporate Letras U.A.;33
CSCSUPSTSAR;CS Corporate Suporte + Stocks Srv.Adic.Rede;749
CSASQP5000;CS Assinaturas Qualificadas - Pack Adicional 5000;310
CSWEOKR400;CS Web Enterprise OKR 101a400 U.A.;23
CSSAWCECOG120;SA: CS Web Corporate Ecovalor p/ Gestão 1a20 U.A.;6
CSSADACARUA;SA: CS Desktop Advanced Careers U.A.;50
CSONMEPLATIUA;ON: CS Manufactor Executive Platform Intranet U.A.;3
CSONDEOCUG20;ON: CS Desktop Enterprise Ocupação p/ Gestão 6a20 U.A.;23
CSONMWECAR400;ON(m): CS Web Enterprise Careers 101a400 U.A.;0,25
CSATDEPROJ21;AT: CS Desktop Enterprise Projeto p/ Gestão +20 U.A.;82
CSONMEPOS21P;ON(m): CS Enterprise POS +20 Postos;9,5
CSONWEEDIB;ON: CS Web Enterprise EDI Broker;16
CSWCRGPD;CS Web Corporate RGPD;26
CSSAWECAR400;SA: CS Web Enterprise Careers 101a400 U.A.;5
CSSACGESR;SA: CS Corporate Gestão Rede;724
CSONMCFORMM;ON(m): CS Corporate Formação Mono;21,17
CSATECRMR;AT: CS Enterprise CRM Rede;2132
CSWEDOC20;CS Web Enterprise Documentos 6a20 U.A.;125
CSONMDEIECAG5;ON(m): CS Desktop Enterprise IEC Álcool p/ Gestão 1a5 U.A.;1,75
CSONCCLISAR;ON: CS Corporate Clínica Srv.Adic.Rede;118
CSSACEQUIM;SA: CS Corporate Equipa Mono;302
CSONEGREP20P;ON: CS Enterprise Grelhas p/ POS 11a20 Postos;17
CSSADCLOTGUA;SA: CS Desktop Corporate Lotes p/ Gestão U.A.;12
CSATWCCRM120;AT: CS Web Corporate CRM 1a20 U.A.;19
CSONMWEGAI20;ON(m): CS Web Enterprise GenAI 6a20 U.A.;0,75
CSSAAFORNRPA;SA: CS Advanced Fornecedores p/ Rest. Posto;166
CSAPQDBR;CS Advanced Qualidade + Documentos + BPM Rede;3312
CSWEFORME;CS Web Enterprise Formação Extranet;2852
CSONAOCUGR;ON: CS Advanced Ocupação p/ Gestão Rede;340
CSONEPOS20P;ON: CS Enterprise POS 11a20 Postos;142
CSONDESUP5;ON: CS Desktop Enterprise Suporte 1a5 U.A.;101
CSONWAGAI120;ON: CS Web Advanced GenAI 1a20 U.A.;7
CSCIECAP5P;CS Corporate IEC Álcool p/ POS 1a5 Postos;71
CSONWEDOC20;ON: CS Web Enterprise Documentos 6a20 U.A.;23
CSCMULTP5P;CS Corporate Multilingua p/ POS 1a5 Postos;80
CSONMWEECOG20;ON(m): CS Web Enterprise Ecovalor p/ Gestão 6a20 U.A.;0,58
CSONMAMULTRPA;ON(m): CS Advanced Multilingua p/ Restauração Posto;1,75
CSONMWASUPUA;ON(m): CS Web Advanced Suporte U.A.;1,75
CSONMDEEQPMG5;ON(m): CS Desktop Enterprise Equipamento p/ Gestão 1a5 U.A.;1,75
CSONMAEQUISA;ON(m): CS Advanced Equipa Srv.Adic.;17
CSDCPLANPUA;CS Desktop Corporate Planeamento p/ Gestão U.A.;38
CSSAAMULT;SA: CS Advanced Multilingua;261
CSATARGPD;AT: CS Advanced RGPD;343
CSONCRES5P;ON: CS Corporate Restauração 2a5 Postos;74
CSONWACAR101;ON: CS Web Advanced Careers +100 U.A.;2
CSONDEQUALI21;ON: CS Desktop Enterprise Qualidade +20 U.A.;18
CSWCFORM120;CS Web Corporate Formação 1a20 U.A.;65
CSATWADOCE;AT: CS Web Advanced Documentos Extranet;523
CSATCCONTPM;AT: CS Corporate Controlo p/ Gestão Mono;343
CSONEFORNP20P;ON: CS Enterprise Fornecedores p/ POS 11a20 Postos;95
CSONMACONTSA;ON(m): CS Advanced Contabilidade Srv.Adic.;22,92
CSATEEQPMGSA;AT: CS Enterprise Equipamento p/ Gestão Srv.Adic.;190
CSONMDCLOTGUA;ON(m): CS Desktop Corporate Lotes p/ Gestão U.A.;0,5
CSSACXLPA;SA: CS Corporate XL Posto Adic.;30
CSONAEQUIR;ON: CS Advanced Equipa Rede;408
CURGENAI;Curso GenAI PHC;50
CSSAAGREGR;SA: CS Advanced Grelhas p/ Gestão Rede;187
CSSAADEPOS;SA: CS Advanced Documentos Eletrónicos p/ POS;49
CSONWEEQPMG20;ON: CS Web Enterprise Equipamento p/ Gestão 6a20 U.A.;7
CSONDECONTP21;ON: CS Desktop Enterprise Controlo p/ Gestão +20 U.A.;5
CSONMWEVENCUA;ON(m): CS Web Enterprise Vencimentos U.A.;6,08
CSMEMRPUA;CS Manufactor Executive MRP U.A.;460
CSONMEEQUISA;ON(m): CS Enterprise Equipa Srv.Adic.;19,75
CSATDECONTP20;AT: CS Desktop Enterprise Controlo p/ Gestão 6a20 U.A.;28
CSONDAGREGUA;ON: CS Desktop Advanced Grelhas p/ Gestão U.A.;7
CSSAETERMR21P;SA: CS Enterprise Terminais p/ Rest. +20 Postos;33
CERTUPCORENT;Evolução Certificação PHC CS Corporate/Enterprise;200
CSONMDCREVIPUA;ON(m): CS Desktop Corporate Revisão de Preços U.A.;1,42
CSONMETOUUA;ON: CS Manufactor Executive Touch U.A.;28
CSSAEMEDIPR;SA: CS Enterprise Medição p/ Gestão Rede;1055
CSSADECLI21;SA: CS Desktop Enterprise Clínica +20 U.A.;32
CSATAREVIPR;AT: CS Advanced Revisão de Preços Rede;1104
CSONCIECAGR;ON: CS Corporate IEC Álcool p/ Gestão Rede;101
CSONMETERMR10P;ON(m): CS Enterprise Terminais p/ Rest. 1a10 Postos;2,33
CSONDELET21;ON: CS Desktop Enterprise Letras +20 U.A.;16
CSATDEFROT20;AT: CS Desktop Enterprise Frota 6a20 U.A.;98
CSSAWACONTUA;SA: CS Web Advanced Contabilidade U.A.;51
CSATDECLI5;AT: CS Desktop Enterprise Clínica 1a5 U.A.;191
CSONMCXLPA;ON(m): CS Corporate XL Posto Adic.;1,42
CSATASUPSTR;AT: CS Advanced Suporte + Stocks Rede;1485
CSSADEVENC5;SA: CS Desktop Enterprise Vencimentos 1a5 U.A.;179
CSONMDAIMOBUA;ON(m): CS Desktop Advanced Imobilizado U.A.;3,25
CSONMCMULTR5P;ON(m): CS Corporate Multilingua p/ Restauração 1a5 Postos;1,25
CSCCONTSAR;CS Corporate Contabilidade Srv.Adic.Rede;640
CSONMMMLOTUA;ON(m): CS Manufactor Manager Lotes U.A.;0,75
CSEDEPOS;CS Enterprise Documentos Eletrónicos p/ POS;199
CSONMEDEN;ON(m): CS Enterprise Denúncias;22,33
CSATMMTOUR;AT: CS Manufactor Manager Touch Rede;266
CSARESPA;CS Advanced Restauração Posto Adic.;599
CSATWASUPUA;AT: CS Web Advanced Suporte U.A.;57
CSSAEFORNP10P;SA: CS Enterprise Fornecedores p/ POS 1a10 Postos;211
CSONMDCPLANPUA;ON(m): CS Desktop Corporate Planeamento p/ Gestão U.A.;0,58
CSONAMESTSPA;ON: CS Advanced Multi Estação Serviço Posto Adic.;113
CSONMWEECOE;ON(m): CS Web Enterprise Ecovalor Extranet;7,5
CSEPLANPR;CS Enterprise Planeamento p/ Gestão Rede;1372
CSONMDEVENC21;ON(m): CS Desktop Enterprise Vencimentos +20 U.A.;2,08
CSONCIMOBM;ON: CS Corporate Imobilizado Mono;198
CSONDEFORM21;ON: CS Desktop Enterprise Formação +20 U.A.;25
CSONDEGAI400;ON: CS Desktop Enterprise GenAI 101a400 U.A.;2
CSONERES10P;ON: CS Enterprise Restauração 1a10 Postos;177
CSATCDOCSAR;AT: CS Corporate Documentos Srv.Adic.Rede;229
CSONMEIMOVSA;ON(m): CS Enterprise Imóveis Srv.Adic.;33,83
CSONMESINC21P;ON(m): CS Enterprise Sincro +20 Postos;2,67
CSATCCLISAM;AT: CS Corporate Clínica Srv.Adic.Mono;267
CSONDECLI21;ON: CS Desktop Enterprise Clínica +20 U.A.;18
CSATMMMRPUA;AT: CS Manufactor Manager MRP U.A.;71
CSWCEB2B;CS Web Corporate E-Commerce B2B;950
CSATERES21P;AT: CS Enterprise Restauração +20 Postos;307
CSONMCMULTSA;ON(m): CS Corporate Multilingua Srv.Adic.;3,42
CSATWECONT5;AT: CS Web Enterprise Contabilidade 1a5 U.A.;198
CSONWESUP20;ON: CS Web Enterprise Suporte 6a20 U.A.;38
CSDAPGLOUA;CS Desktop Advanced Global U.A.;793
CSONWEOKR400;ON: CS Web Enterprise OKR 101a400 U.A.;4
CSONMCOBRGR;ON(m): CS Corporate Obras p/ Gestão Rede;11,25
CSONDECONT21;ON: CS Desktop Enterprise Contabilidade +20 U.A.;25
CSWEEB2B;CS Web Enterprise E-Commerce B2B;2852
CSAMESTSPA;CS Advanced Multi Estação Serviço Posto Adic.;609
CSATEPOS20P;AT: CS Enterprise POS 11a20 Postos;384
CSCPOS5P;CS Corporate POS 2a5 Postos;399
CSONEECOP21P;ON: CS Enterprise Ecovalor p/ POS +20 Postos;14
CSATCIMOBSAR;AT: CS Corporate Imobilizado Srv.Adic.Rede;320
CSDCORCAPUA;CS Desktop Corporate Orçamento p/ Gestão U.A.;91
CSATWECOLAB5;AT: CS Web Enterprise Colaborador 1a5 U.A.;59
CSACON;CS Advanced Conector;1446
CSEIMOBR;CS Enterprise Imobilizado Rede;5938
CSONMEREVIPR;ON(m): CS Enterprise Revisão de Preços Rede;44,67
CSSAEOKRR;SA: CS Enterprise OKR Rede;1055
CSATDEPLANP20;AT: CS Desktop Enterprise Planeamento p/ Gestão 6a20 U.A.;28
CSONMCMESTSPA;ON(m): CS Corporate Multi Estação Serviço Posto Adic.;9,42
CSSAWEDOC20;SA: CS Web Enterprise Documentos 6a20 U.A.;41
CSONWESUP21;ON: CS Web Enterprise Suporte +20 U.A.;19
CSATWECAR400;AT: CS Web Enterprise Careers 101a400 U.A.;8
CSONDECRM5;ON: CS Desktop Enterprise CRM 1a5 U.A.;72
CSONMEIECAP10P;ON(m): CS Enterprise IEC Álcool p/ POS 1a10 Postos;1,75
CSONCEQUIR;ON: CS Corporate Equipa Rede;203
CSONMDEPLANP20;ON(m): CS Desktop Enterprise Planeamento p/ Gestão 6a20 U.A.;0,83
CSONMWAEQPMGUA;ON(m): CS Web Advanced Equipamento p/ Gestão U.A.;0,42
CSONWCDEEXT;ON: CS Web Corporate Documentos Eletrónicos Extranet;44
CSONWECAR20;ON: CS Web Enterprise Careers 6a20 U.A.;17
CSATATERMRPA;AT: CS Advanced Terminais p/ Rest. Posto;57
CSSAATERMP;SA: CS Advanced Terminais Portáteis;477
CSONMCECOGSAM;ON(m): CS Corporate Ecovalor p/ Gestão Srv.Adic.Mono;3,58
CSECONSR;CS Enterprise Consolidação Rede;5938
CSCEQPMP5P;CS Corporate Equipamento p/ POS 1a5 Postos;94
CSWECONT21;CS Web Enterprise Contabilidade +20 U.A.;99
CSONCOCUGSAM;ON: CS Corporate Ocupação p/ Gestão Srv.Adic.Mono;56
CSATEDE;AT: CS Enterprise Documentos Eletrónicos;723
CSSADEGAI400;SA: CS Desktop Enterprise GenAI 101a400 U.A.;4
CSONWEOKR20;ON: CS Web Enterprise OKR 6a20 U.A.;25
CSATCCLIM;AT: CS Corporate Clínica Mono;534
CSSAEDEN;SA: CS Enterprise Denúncias;477
CSALETR;CS Advanced Letras Rede;2208
CSATEOBRGSA;AT: CS Enterprise Obras p/ Gestão Srv.Adic.;190
CSATDEDOCB5;AT: CS Desktop Enterprise Documentos + BPM 1a5 U.A.;174
CSONMDEPLANP5;ON(m): CS Desktop Enterprise Planeamento p/ Gestão 1a5 U.A.;1,92
CSONMMGREPR;ON: CS Manufactor Manager Grelhas Rede;141
CSONMAINT;ON(m): CS Advanced Intrastat;22,33
CSONETERMR20P;ON: CS Enterprise Terminais p/ Rest. 11a20 Postos;22
CSONADESA;ON: CS Advanced Documentos Eletrónicos Srv.Adic.;63
CSONMETERMP;ON(m): CS Enterprise Terminais Portáteis;47
CSDCCONTUA;CS Desktop Corporate Contabilidade U.A.;69
CSONDCGESCLUA;ON: CS Desktop Corporate Gestão Clientes U.A.;5
CSONDEGES21;ON: CS Desktop Enterprise Gestão +20 U.A.;71
CSMEGREPR;CS Manufactor Executive Grelhas Rede;2284
CSATDESUP5;AT: CS Desktop Enterprise Suporte 1a5 U.A.;273
CSONMDECONT20;ON(m): CS Desktop Enterprise Contabilidade 6a20 U.A.;4,17
CSWEDEINT;CS Web Enterprise Documentos Eletrónicos Intranet;155
CSACONTR;CS Advanced Contabilidade Rede;2969
CSONDACONSUA;ON: CS Desktop Advanced Consolidação U.A.;79
CSADEPOS;CS Advanced Documentos Eletrónicos p/ POS;149
CSATASERVGR;AT: CS Advanced Serviços Rede;284
CSCMESTSPA;CS Corporate Multi Estação Serviço Posto Adic.;609
CSSAASQ;SA: CS Assinaturas Qualificadas;149
CSMMMOLR;CS Manufactor Manager Moldes Rede;531
CSONMDECONTP5;ON(m): CS Desktop Enterprise Controlo p/ Gestão 1a5 U.A.;1,92
CSONASHSTSA;ON: CS Advanced SHST Srv.Adic.;78
CSONESCR;ON: CS Enterprise Safe Credit Rede;99
CSONMCSUPSTM;ON(m): CS Corporate Suporte + Stocks Mono;19,25
CSSAAEQPMPPA;SA: CS Advanced Equipamento p/ POS Posto;38
CSSAWEEQUI21;SA: CS Web Enterprise Equipa +20 U.A.;24
CSONMWCCONT120;ON(m): CS Web Corporate Contabilidade 1a20 U.A.;0,75
CSONMDAIMOVUA;ON(m): CS Desktop Advanced Imóveis U.A.;2,33
CSWEGREG5;CS Web Enterprise Grelhas p/ Gestão 1a5 U.A.;86
CSWECRM21;CS Web Enterprise CRM +20 U.A.;73
CSSAWADOC100;SA: CS Web Advanced Documentos 21a100 U.A.;18
CSONWACOLAB100;ON: CS Web Advanced Colaborador 21a100 U.A.;5
CSONAQUALIR;ON: CS Advanced Qualidade Rede;408
CSATWECRM5;AT: CS Web Enterprise CRM 1a5 U.A.;143
CSWEEQPMG5;CS Web Enterprise Equipamento p/ Gestão 1a5 U.A.;86
CSDAOBRGUA;CS Desktop Advanced Obras p/ Gestão U.A.;128
CSONMEGREPR;ON: CS Manufactor Executive Grelhas Rede;423
CSONAGREGR;ON: CS Advanced Grelhas p/ Gestão Rede;105
CSDEVENC5;CS Desktop Enterprise Vencimentos 1a5 U.A.;541
CERTIFTESOU;Certificação PHC CS Tesouraria;100
CSSADEQUADB21;SA: CS Desktop Enterprise Qualidade+Documentos+BPM +20 U.A.;45
CSSAWEDEN;SA: CS Web Enterprise Denúncias;51
CSSAAXL1P;SA: CS Advanced XL 1º Posto;204
CSONMEMULTP10P;ON(m): CS Enterprise Multilingua p/ POS 1a10 Postos;2,33
CSSAEMULTP10P;SA: CS Enterprise Multilingua p/ POS 1a10 Postos;50
CSSAWCGEB2C;SA: CS Web Corporate Grelhas p/ E-Commerce B2C;59
CSSADADOCBUA;SA: CS Desktop Advanced Documentos + BPM U.A.;50
CSONMWAECOGUA;ON(m): CS Web Advanced Ecovalor p/ Gestão U.A.;0,42
CSDEQUALI5;CS Desktop Enterprise Qualidade 1a5 U.A.;382
CSAIECAPPA;CS Advanced IEC Álcool p/ POS Posto;94
CSATETERMR21P;AT: CS Enterprise Terminais p/ Rest. +20 Postos;50
CSONAQUALISA;ON: CS Advanced Qualidade Srv.Adic.;204
CSDASUPUA;CS Desktop Advanced Suporte U.A.;153
CSONMWEGAI401;ON(m): CS Web Enterprise GenAI +400 U.A.;0,08
CSONMADENSA;ON(m): CS Advanced Denúncias Srv.Adic.;5,25
CSONMEPLASA;ON: CS Manufactor Executive Planning Srv.Adic.;564
CSSADCSUPUA;SA: CS Desktop Corporate Suporte U.A.;23
CSATCSERVGM;AT: CS Corporate Serviços Mono;230
CSSACTERMR;SA: CS Corporate Terminais p/ Rest.;26
CSONMMMGREPR;ON(m): CS Manufactor Manager Grelhas Rede;11,75
CSWEDOC401;CS Web Enterprise Documentos +400 U.A.;11
CSONMEEQPMP10P;ON(m): CS Enterprise Equipamento p/ POS 1a10 Postos;2,33
CSACARSA;CS Advanced Careers Srv.Adic.;557
CSONWEEQUIE;ON: CS Web Enterprise Equipa Extranet;352
CSATMETOUUA;AT: CS Manufactor Executive Touch U.A.;75
CSONMACONTR;ON(m): CS Advanced Contabilidade Rede;45,75
CSONMCPROJSAM;ON(m): CS Corporate Projeto p/ Gestão Srv.Adic.Mono;25,83
CSSAWCGAI120;SA: CS Web Corporate GenAI 1a20 U.A.;7
CSATASINCPA;AT: CS Advanced Sincro Posto;108
CSONMATERMRPA;ON(m): CS Advanced Terminais p/ Rest. Posto;1,75
CSONAOBRGR;ON: CS Advanced Obras p/ Gestão Rede;340
CSONEVENCSA;ON: CS Enterprise Vencimentos Srv.Adic.;329
CSDESHST20;CS Desktop Enterprise SHST 6a20 U.A.;100
CSONMDEOCUG5;ON(m): CS Desktop Enterprise Ocupação p/ Gestão 1a5 U.A.;3,83
RENOVAFWEB;  Renovação Certificação PHC Framework CS Web;70
CSATCCRMM;AT: CS Corporate CRM Mono;457
CSONMEMEDIPSA;ON(m): CS Enterprise Medição p/ Gestão Srv.Adic.;14,75
CSSAERES10P;SA: CS Enterprise Restauração 1a10 Postos;316
CSATCMULT;AT: CS Corporate Multilingua;221
CSONMDAGESUA;ON(m): CS Desktop Advanced Gestão U.A.;4,08
CSONAOCUGSA;ON: CS Advanced Ocupação p/ Gestão Srv.Adic.;170
FRAMEWEB;Certificação PHC CS Framework Web;250
CSATCORCAPSAM;AT: CS Corporate Orçamento p/ Gestão Srv.Adic.Mono;362
CSONMCGREP5P;ON(m): CS Corporate Grelhas p/ POS 1a5 Postos;1,08
CSONEMEDIPSA;ON: CS Enterprise Medição p/ Gestão Srv.Adic.;177
CSSAWAEDIB;SA: CS Web Advanced EDI Broker;15
CSONMEIMOVR;ON(m): CS Enterprise Imóveis Rede;112,67
CSSACCONTPR;SA: CS Corporate Controlo p/ Gestão Rede;272
CSONMASCSA;ON(m): CS Advanced Safe Credit Srv.Adic.;2,5
CSATCREVIPR;AT: CS Corporate Revisão de Preços Rede;869
CSONWECOLAB100;ON: CS Web Enterprise Colaborador 21a100 U.A.;11
CSAOCUGR;CS Advanced Ocupação p/ Gestão Rede;1840
CSONMDEPROJ5;ON(m): CS Desktop Enterprise Projeto p/ Gestão 1a5 U.A.;10,33
CSSACMULT;SA: CS Corporate Multilingua;146
CSSAWEGAI20;SA: CS Web Enterprise GenAI 6a20 U.A.;17
CSASCR;CS Advanced Safe Credit Rede;320
CSWALOTGUA;CS Web Advanced Lotes p/ Gestão U.A.;97
CSCFORMSAM;CS Corporate Formação Srv.Adic.Mono;686
CSONMWAFORMUA;ON(m): CS Web Advanced Formação U.A.;1,75
CSONMAGAISA;ON(m): CS Advanced GenAI Srv.Adic.;4,08
CSATAINT;AT: CS Advanced Intrastat;723
CSDESC21;CS Desktop Enterprise Safe Credit +20 U.A.;19
CSESUPSTR;CS Enterprise Suporte + Stocks Rede;7539
CSAXL1P;CS Advanced XL 1º Posto;617
CSSAWCGREE;SA: CS Web Corporate Grelhas Extranet;59
CSATEFORNR20P;AT: CS Enterprise Fornecedores p/ Rest. 11a20 Postos;256
CSONMCRES1P;ON(m): CS Corporate Restauração 1º Posto;4,58
CSWADEN;CS Web Advanced Denúncias;44
CSATCTERMP;AT: CS Corporate Terminais Portáteis;380
CSONACONSSA;ON: CS Advanced Consolidação Srv.Adic.;564
CSATEVENCSA;AT: CS Enterprise Vencimentos Srv.Adic.;891
CSEECOP20P;CS Enterprise Ecovalor p/ POS 11a20 Postos;94
CSONDEOCUG21;ON: CS Desktop Enterprise Ocupação p/ Gestão +20 U.A.;10
CSSACMULTR5P;SA: CS Corporate Multilingua p/ Restauração 1a5 Postos;26
CSSAWEFORME;SA: CS Web Enterprise Formação Extranet;941
CSONMELOGIGSA;ON(m): CS Enterprise Logística p/ Gestão Srv.Adic.;10,17
CSONMCFORNP5P;ON(m): CS Corporate Fornecedores p/ POS 2a5 Postos;5,67
CSATDEQUALI21;AT: CS Desktop Enterprise Qualidade +20 U.A.;49
CSONMWADEEXT;ON(m): CS Web Advanced Documentos Eletrónicos Extranet;6,67
CSWADEINT;CS Web Advanced Documentos Eletrónicos Intranet;44
CSATDEQUALI5;AT: CS Desktop Enterprise Qualidade 1a5 U.A.;191
CSONDESC5;ON: CS Desktop Enterprise Safe Credit 1a5 U.A.;7
CSONDCLETUA;ON: CS Desktop Corporate Letras U.A.;6
RENOVARET;Renovação Certificação PHC CS Retalho;35
CSONCFORMSAM;ON: CS Corporate Formação Srv.Adic.Mono;127
CSDAPQDBUA;CS Desktop Advanced Qualidade + Documentos + BPM U.A.;232
CSONETERMR10P;ON: CS Enterprise Terminais p/ Rest. 1a10 Postos;28
CSONCCRMM;ON: CS Corporate CRM Mono;169
CSONDELOGIG21;ON: CS Desktop Enterprise Logística p/ Gestão +20 U.A.;8
CSONWAGESUA;ON: CS Web Advanced Gestão U.A.;37
CSSAALETR;SA: CS Advanced Letras Rede;729
CSONATERMP;ON: CS Advanced Terminais Portáteis;268
CSECONTPR;CS Enterprise Controlo p/ Gestão Rede;1372
CSONWAFORMUA;ON: CS Web Advanced Formação U.A.;21
CSSAESHSTR;SA: CS Enterprise SHST Rede;724
CSATCXL1P;AT: CS Corporate XL 1º Posto;190
CSSAWECAR5;SA: CS Web Enterprise Careers 1a5 U.A.;41
CSONMWESUP20;ON(m): CS Web Enterprise Suporte 6a20 U.A.;3,17
CSATDESERVG20;AT: CS Desktop Enterprise Serviços 6a20 U.A.;26
CSONMCIMOVSAR;ON(m): CS Corporate Imóveis Srv.Adic.Rede;7,08
CSONACONSA;ON: CS Advanced Conector Srv.Adic.;134
CSONMASUPSTSA;ON(m): CS Advanced Suporte + Stocks Srv.Adic.;22,92
CSWESUP20;CS Web Enterprise Suporte 6a20 U.A.;203
CSATCFORNP5P;AT: CS Corporate Fornecedores p/ POS 2a5 Postos;183
CSONMCGESTESAR;ON(m): CS Corporate Gestão Terceiros Srv.Adic.Rede;12,67
CSATWERECRU5;AT: CS Web Enterprise Recrutamento 1a5 U.A.;142
CSONARGPDSA;ON: CS Advanced RGPD Srv.Adic.;63
CSONDEECOG5;ON: CS Desktop Enterprise Ecovalor p/ Gestão 1a5 U.A.;21
CSONMCMEDIPM;ON(m): CS Corporate Medição p/ Gestão Mono;22,33
CSDCCONTPUA;CS Desktop Corporate Controlo p/ Gestão U.A.;38
CSDEDOCB5;CS Desktop Enterprise Documentos + BPM 1a5 U.A.;347
CSONMASMS;ON(m): CS Advanced SMS;4,67
CURSANSCS;Curso Análises PHC CS;320
CSSAWAEQUIUA;SA: CS Web Advanced Equipa U.A.;38
CSONMCMULTP5P;ON(m): CS Corporate Multilingua p/ POS 1a5 Postos;1,25
CSSAAPGLOWUA;SA: CS Web Advanced Global Web U.A.;232
CSATAOCUGR;AT: CS Advanced Ocupação p/ Gestão Rede;920
CSATWCEB2B;AT: CS Web Corporate E-Commerce B2B;475
CSATDEREVIP21;AT: CS Desktop Enterprise Revisão de Preços +20 U.A.;35
CSATWEDOC5;AT: CS Web Enterprise Documentos 1a5 U.A.;128
CSONMCFORNR5P;ON(m): CS Corporate Fornecedores p/ Rest. 2a5 Postos;5,67
CSWCGREE;CS Web Corporate Grelhas Extranet;178
CSONDCSUPUA;ON: CS Desktop Corporate Suporte U.A.;13
CSONWCGEB2C;ON: CS Web Corporate Grelhas p/ E-Commerce B2C;33
CSONMDACONTUA;ON(m): CS Desktop Advanced Contabilidade U.A.;3,25
CSATECARR;AT: CS Enterprise Careers Rede;1114
CSONMACRMSA;ON(m): CS Advanced CRM Srv.Adic.;17
CSONMACLISA;ON(m): CS Advanced Clínica Srv.Adic.;17
CSONCGESCLR;ON: CS Corporate Gestão Clientes Rede;88
CSONMCFORNP1P;ON(m): CS Corporate Fornecedores p/ POS 1º Posto;4,58
CSSAEMULT;SA: CS Enterprise Multilingua;396
CSCFORMM;CS Corporate Formação Mono;1372
CSSADECONT5;SA: CS Desktop Enterprise Contabilidade 1a5 U.A.;179
CSWCDEEXT;CS Web Corporate Documentos Eletrónicos Extranet;240
CSATCRES1P;AT: CS Corporate Restauração 1º Posto;150
CSATEPLANPR;AT: CS Enterprise Planeamento p/ Gestão Rede;686
CSSAACONTR;SA: CS Advanced Contabilidade Rede;980
CSSADESC5;SA: CS Desktop Enterprise Safe Credit 1a5 U.A.;12
CSAIMOBR;CS Advanced Imobilizado Rede;2969
CSCRGPDSA;CS Corporate RGPD Srv.Adic.;190
CSATDALETUA;AT: CS Desktop Advanced Letras U.A.;76
CSONMETERMPSA;ON(m): CS Enterprise Terminais Portáteis Srv.Adic.;14,08
CSONCGESCLSAM;ON: CS Corporate Gestão Clientes Srv.Adic.Mono;37
CSONMDCECOGUA;ON(m): CS Desktop Corporate Ecovalor p/ Gestão U.A.;0,42
CSONDESUPST20;ON: CS Desktop Enterprise Suporte + Stocks 6a20 U.A.;63
CSONASUPSA;ON: CS Advanced Suporte Srv.Adic.;204
CSONMDEGREG20;ON(m): CS Desktop Enterprise Grelhas p/ Gestão 6a20 U.A.;0,83
CSSADEGAI5;SA: CS Desktop Enterprise GenAI 1a5 U.A.;29
CSONMWAIMOBUA;ON(m): CS Web Advanced Imobilizado U.A.;2,25
CSCTERMR;CS Corporate Terminais p/ Rest.;79
CSONMDCCONTPUA;ON(m): CS Desktop Corporate Controlo p/ Gestão U.A.;0,58
CSSAACRMR;SA: CS Advanced CRM Rede;729
CSONCOBRGR;ON: CS Corporate Obras p/ Gestão Rede;135
CSONMEGAIR;ON(m): CS Enterprise GenAI Rede;14,75
CSATASUPR;AT: CS Advanced Suporte Rede;1104
